,sentiment,text
454800,0,"Bugger, I can't find the Rock of Ages cast album anywhere "
454850,0,@vbgirlie @noahcyrus8 sadly in exactly a week Im going to camp for 2 WHOLE WEEKS!!! no phone or computer   ill miss yall
454900,0,CRAP!!!!!!!!!! I just called Selena Gomez's say now but I'm too late!!! 
454950,0,"Not finish with the blogs comes another blogs...  huuu...Kompasiana, you're so demanding"
455000,0,Jens pulver just tapped 
455050,0,Houston here I am! I wish I could stay and visit you. 
455100,0,BNP elected in Yorkshire. Fucking great 
455150,0,"@DynamicDiva42 hmmm I REALLY want to go, and those are the only seats available "
455200,0,"It's humid tonight, it is unbearable "
455250,0,Babysitting... Yet again! Work @ 8:30 tomorrow --- very sad that Ashley won't be there all day with me 
455300,0,@LAXMURDA  There was bleach next to the bathtub and i debated pouring it in 
455350,0,@websoup why can't anyone get soup / web soup new / old designations right! i just missed it because it was labeled as a repeat 
455400,0,"@latte_nowhip, not this time "
455450,0,Had a great weekend...and now exhausted! Last day of school tomorrow 
455500,0,just found out i went $17 over my text messaging limit :| now turning OFF all FB/Twitter text alerts! i thought i had UNLIMITED texting! 
455550,0,"@amandacraig exactly my point. the only people who can moan are the people in yorkshire who voted against them. NA, im not 18 yet "
455600,0,Say apples to apples is pointless without the soccer ladies 
455650,0,@mikesays He was the SECOND one to call me that tonight  
455700,0,I hate having no pot 
455750,0,nba finals doesnt make any sense now..the season was over 3 weeks ago 
455800,0,@SDI8732  u making me google it...!!! If I can't find it.. U going to tell me???
455850,0,@ResaTray I wanted to come for my birthday but Kat doesn't have her paycheck yet  It would've been an awesome birthday.
455900,0,"@JacksonCJ1  Yes they were singing in the restaurant. Actually, they were pretty good, the band we heard in a bar on The Landing was bad. "
455950,0,@Bondy82 how sick do i look in that picture? hahaha and I DID. read my tweets from like a week ago! I DID. you losers didn't show up 
456000,0,BEA        BROADWAY AND I MISS YOU. I WISH I HAD A CHEESECAKE TO EAT IN YOUR HONOR RIGHT NOW.
456050,0,No rockiin rootss for me todayy  i reaally wanted to see dance gavin dance &amp; GLD &amp; envy on the coast &amp; taking back sundayy 
456100,0,another weekend ends 
456150,0,"@officialnjonas http://twitpic.com/6uohm - WTF ? Miley, i didn't want to but you makes me hate you .. especially after this photo  aaa ..."
456200,0,so tired. slept for less than 2 hrs last night &amp; only napped for about 45 min today 
456250,0,Is the worst person on earth! I for go to tip the pizza guy when I signed for it. I'm usually a great tipper!  bad juju
456300,0,I shall miss BreeMPLS terribly after he gets home and is killed. 
456350,0,Eating pancakes wacthing the rest of this game. I gotta go register for school tomorrow  I dont even have the energy. #summerschool
456400,0,The Sun Went Bye-Bye.     I Still Have My Fairy Tale &amp;&amp;I REally Dont Wanna Do It.
456450,0,I'm starting to get very sad about my son's last day of Kindergarten in a few days. It's very bittersweet. 
456500,0,@artifactdocs  Sounds FUN! Wish they were playing in Philly 
456550,0,@jbuff5clock Honestly? I fell tonight &amp; I have cuts all over my knees &amp; face.  And you? LOL!
456600,0,@drmeverything i'm still on &quot;...zombies (iyp)&quot; and i can't start my new books 'till sat. 
456650,0,I miss my mommy  But I can't go home.I don't like Greenville. Wish she'd just move to Cola (but she got 2 leave her other 2 kids at home)
456700,0,is already missing the rain.. 
456750,0,@x_teamcullen_x i missed out didnt i? 
456800,0,"@LollygagLauren That's what I'm saying! I can't figure the themes out for the life of me!  I'm glad you like it now, though! "
456850,0,Is asleeep. Grounded.  no phone leave it here or myspace.
456900,0,@lylefong doh sorry to hear 
456950,0,Im really worried about my dog... 
457000,0,My Mom told me tonight that she's bored. WTF that scares me! She taught me all my life that only boring people get bored! Hope she's OK!! 
457050,0,@H3CT0RR0X523 well my grandpa is dying and he has cancer  so if he gets worse i have to fly over there for a week or maybe more so ...
457100,0,im off to bed now...hopefully to sleep away this damn virus...ugh...it hurts  ...nighty night peeps!!! xoxoxo
457150,0,Gosh stupid computer is acting up!! OH fuck 
457200,0,I got money on this series. If Orlando loses the 'ship I gotta buy lunch for my coworker for a week 
457250,0,has washed and half dried her phone... I may need to make one of those annoying facebook groups now. 
457300,0,Missing my shows cuz our electricity went out.. 
457350,0,Nobody understands this 
457400,0,@ALLIEINCREDIBLE make me happy meanie! 
457450,0,I'm beat from the beach  what to do tonight?  Party in AT or go to 3bridges?
457500,0,Didn't do anything productive today  oh well.
457550,0,Exams are coming. 
457600,0,@jram35 aww that's no fun 
457650,0,"@pennywhore, sorry I've been so distant. Things are so confusing right now, "
457700,0,Its 3.45am and i cannot sleep. 
457750,0,"Im so sad!! My baby left to go back to school for football camp  Do ur thing boo, just come back home to me once business is took care of."
457800,0,"@InsideHoops Yea, the 2 most costly now acually "
457850,0,@yun753 I was joking! Joking I tell you!  lol
457900,0,This is the shittiest bball watching experience I've ever had.   I really need my cable back. 
457950,0,altone put me on timeout 
458000,0,@robdyrdek When are you coming to lovely Altoona? Big Black was here two weeks ago eating at Cracker Barrel and I missed him. 
458050,0,my ipod died so i cant finish my movie  umm so i guess bed. NIGHT
458100,0,"neeeeds sleeeep, but would loveeee to have someone to cuddle withhhh. "
458150,0,Its over going to finish my ice cream and call it a night Dang!!! 
458200,0,Time to get ready for bed.  Got to get up and go to work tomorrow! 
458250,0,Going to bed!!! feeling so blah 
458300,0,gonna pixel for a big .. gotta mega headache  think its my allergies or something .........
458350,0,"Guessed 9 out of 27 correct. Respectable, but not enough to win. "
458400,0,@danecook HOPE U HAVE FUN IN EDMONTON! it was sold out before i even heard you were coming 
458450,0,@lukeversalko the 26th! It's gonna be a long three weeks.. 
458500,0,Dear mexican food place by my house you have failed me hardcore. I guess i'm going to del taco. Bitches 
458550,0,@brittjohnson_ WHAT???? That is so not nice 
458600,0,"@PoisonGirl10 Gonna go take a bath in a few minutes, and then i will get on AIM if you're still here, but I have to get up at 5am "
458650,0,"Time for bed, gotta wake up early tomorrow! It's gonna be a longgggg day "
458700,0,Well that was stressful &amp; disappointing  Lakers win in overtime. Magic seemed not to understand the concept of offensive rebounds. #Magic
458750,0,@jcluvsnkotb I feel ya! Another 80 hour work week 
458800,0,I have a sunburn 
458850,0,"@chefjoanna: nevermind, the remedy I was thinking about turns out to be a myth  http://tr.im/nJYF"
458900,0,@druey I hear ya. My buddy Dave had that same problem with his house in Minneapolis. Took 8mos to get 1 bathroom done 
458950,0,i lit when my friends bail on me 
459000,0,@TwoBitTerror dude the last surviving passenger from the titantic died a few weeks ago 
459050,0,thunderstorm 
459100,0,Is time running out? 
459150,0,"Missing my babies, they're still on vacay "
459200,0,The Magic couldn't hang with the Lakers tonight     Hope they make a series out of it - at least 6 games
459250,0,*packing. And tired 
459300,0,@ikle_pattikins ooh no  do they break up and get back together a lot?
459350,0,My shorts still smell like Mikes hard lemonade 
459400,0,i miss him so much 
459450,0,@chips99 omg I WAS NOT expecting the ending!! I'm so sad now. 
459500,0,Not looking forward to starting the week! 
459550,0,"@EAJosh @JackAllTimeLow Can you see how mean are you, guys? I reply  you over and over again, and you never answer me.  Neither a &quot;hi&quot;."
459600,0,"@robertqu dude, how has everything been...I see you are playing with Gateway a bunch. So cool, I totally miss worship there.  "
459650,0,@stompyourfeet Probably 36d or dd. I need to get measured. I hate it because it just makes me feel so fat most of the time. 
459700,0,Thinking about sex a lot........ I am a nymphomaniac!!!! 
459750,0,i'm all alone because @smt9010 left me... 
459800,0,@MemphisBC im not allowed  at first i was but then mommy changed her mind!
459850,0,Has just missed his road 
459900,0,the obligatory raw red sunburn. Crossing my fingers the miracle of aloe saves me. It hurts  Thought of taking a pic you know what red is
459950,0,"She kept saying to me, &quot;Mommy, we were so happy when he won! It's not fair!&quot; And to a 9 yr old girl, it's not fair. "
460000,0,"grad party three was awesome, seniors will truly be missed "
460050,0,@The_Wise I didnt work  Ima have to figure it out 2morow
460100,0,"cant sleep, thinking to much .. "
460150,0,"@mikemccloy i can barely focus on one thing more than a few minutes, i promise you id be your least favorite person to deal with today "
460200,0,wOw just gOt home frOma lOng day with sarah...shes annoying....anywa im so tired and have the fatest headache ugh 
460250,0,"ohhhhh! i got tickets to a concert i really wanted to see, but they only had 1 left! going alone "
460300,0,kitkat: ugh. save me 
460350,0,i dont wanna drive anymore  give or take an hour and a half left
460400,0,Sending lots of love @cgatt777's way. Losing loved ones is hard... 
460450,0,"Miss playing Arkham Horror. BrdGameinfo: http://is.gd/SsCg http://is.gd/SsUU http://is.gd/Ssyu  Soloing not the same, plus game's in loo "
460500,0,"Should be sleeping, but can't  I don't like having a bed all to myself!"
460550,0,OMGoodness! This constitutes a pretty darn bad tech day  http://tr.im/nK6M my poor brother and his wife *sigh* Macbook Pro destroyed!
460600,0,is going to bed.  Gotta be up early tomorrow.  Gonna be out until 8:30 PM 
460650,0,mrnin people...bad sunny monday  dnt feel like speaking to the new masters batch at sicsr today in this weather...
460700,0,"magic lost  nevermind,i believe magic will win next few games at home,and hopefully steal one game from the lakers to win the championship"
460750,0,I wanna eat a hot pocket but my tummy hurts. 
460800,0,@squarespace Dang another One goes ... 
460850,0,I miss everyone already... back in NY 
460900,0,"@CrazyGizmo f***ing funny film! I watched the whole day wrestling... cool, too! ^^ but now I've again a awful headache. "
460950,0,@joshmeatsix awww that must be such a pain  hope you enjoyed download.
461000,0,supernatural eason finale next weeek  Noooo x
461050,0,trying to figure things out.......     
461100,0,"@irisamelia I feel bad for complaining, but debt makes me all panicky and a;lkfjsf-ish.  Still, HUGS to a fellow debt lady."
461150,0,@forever12 I got an email to send u tomorrow hon. Sorry I did not see u b4 u bounced. 
461200,0,wants to sleep in tomorrow but cant because of her stupid english exam 
461250,0,In desperate need of something I can simply not have.  current mood- deprived!
461300,0,"For a day that was supposed to make me relax, this sucked. Bad day "
461350,0,"fml, i hate math "
461400,0,@fluffled Exam period  also because on some days it is absolutely beyond freezing!!
461450,0,I got flu... Again... 
461500,0,@Gardenwiseguy From Germany. And to be serious: we've had night frost just last week. Summer? Not yet. 
461550,0,"@MichFresse ugh I hear ya sister, also, I'm annoyed ubertwitter doesn't work on my phone "
