Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2012-03-25 11:47:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Sunday,BAYVIEW,NONE,OAKDALE AV / MENDELL ST,-122.39034672467501,37.7345993533477
2008-07-10 20:40:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,BAYVIEW,"ARREST, BOOKED",6300 Block of 3RD ST,-122.396326204412,37.7205628688023
2014-08-07 22:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE,500 Block of VALENCIA ST,-122.42187648849199,37.7640888944532
2005-11-14 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,200 Block of LIBERTY ST,-122.42684616750799,37.757304872915796
2005-04-18 15:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2008-05-12 19:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,600 Block of MYRA WY,-122.450625912959,37.738793123099896
2004-12-10 19:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
2005-07-12 14:35:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,NORTHERN,NONE,VANNESS AV / GEARY BL,-122.42139581912201,37.7856843389243
2005-11-18 06:32:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40979519450501,37.7800356268394
2003-07-24 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,RICHMOND,NONE,3500 Block of BALBOA ST,-122.49680288463699,37.7757939825283
2007-10-06 15:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,TARAVAL,NONE,0 Block of JULES AV,-122.461163238283,37.7191248815986
2006-10-16 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,RICHMOND,NONE,100 Block of 19TH AV,-122.47871400595601,37.7850816554526
2010-07-01 14:00:00,VEHICLE THEFT,STOLEN MISCELLANEOUS VEHICLE,Thursday,TARAVAL,NONE,32ND AV / SANTIAGO ST,-122.48974995270099,37.74430206646071
2003-11-29 17:25:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2012-01-11 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,4500 Block of MISSION ST,-122.43426331017099,37.7254969149557
2011-05-22 20:33:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Sunday,MISSION,"ARREST, BOOKED",2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2008-02-24 21:30:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,MISSION,"ARREST, BOOKED",400 Block of CAPP ST,-122.41810892585899,37.7594801325769
2009-04-19 15:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,"ARREST, BOOKED",1300 Block of MINNA ST,-122.41907786565399,37.7675080444155
2011-01-28 21:17:00,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE,CLAY ST / TAYLOR ST,-122.412831700656,37.7934325179771
2005-02-09 11:37:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",0 Block of FELL ST,-122.418500584434,37.7764380944444
2013-11-01 17:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542
2007-07-26 04:15:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Thursday,CENTRAL,"ARREST, BOOKED",700 Block of JACKSON ST,-122.406897266866,37.79604960327461
2003-09-20 16:49:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,3100 Block of 23RD ST,-122.415872041274,37.754055423493206
2011-07-29 13:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,MARKET ST / DRUMM ST,-122.396305356237,37.7932572003309
2006-06-13 20:10:00,NON-CRIMINAL,AIDED CASE,Tuesday,TENDERLOIN,"ARREST, BOOKED",300 Block of HYDE ST,-122.41604728066002,37.7839824654149
2013-01-22 15:21:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Tuesday,NORTHERN,"ARREST, BOOKED",200 Block of VANNESS AV,-122.419694483041,37.7780306838755
2003-02-23 08:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.48522631533501,37.7146945275264
2012-04-04 14:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2009-01-05 22:23:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",JONES ST / OFARRELL ST,-122.412970537591,37.78578837668879
2015-05-03 11:22:00,TRESPASS,TRESPASSING,Sunday,CENTRAL,"ARREST, BOOKED",600 Block of GREEN ST,-122.409835057079,37.79934018354211
2012-04-16 12:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1700 Block of FULTON ST,-122.445652525154,37.7759612670837
2015-02-22 09:30:00,MISSING PERSON,MISSING ADULT,Sunday,RICHMOND,EXCEPTIONAL CLEARANCE,500 Block of 15TH AV,-122.473833318422,37.7777018612671
2005-02-12 13:52:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2006-05-16 13:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,MISSION,NONE,400 Block of POTRERO AV,-122.40743020918501,37.76382150236329
2007-12-10 11:18:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,"ARREST, CITED",200 Block of POST ST,-122.406021838484,37.7886491245294
2009-07-26 23:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,MISSION,"ARREST, BOOKED",CAPP ST / 18TH ST,-122.418272166422,37.76190296130221
2006-06-28 16:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2010-07-01 19:58:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40901120663901,37.7811340568243
2015-01-25 00:30:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,CENTRAL,NONE,0 Block of WENTWORTH PL,-122.40620503648701,37.7956375423935
2007-07-01 11:30:00,ASSAULT,BATTERY,Sunday,BAYVIEW,NONE,1100 Block of OAKDALE AV,-122.38211024268699,37.7299756929957
2009-11-29 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,WASHINGTON ST / TAYLOR ST,-122.413013784095,37.794319560523796
2015-02-02 22:30:00,NON-CRIMINAL,CASE CLOSURE,Monday,RICHMOND,NONE,200 Block of 17TH AV,-122.47643952661801,37.7833176089797
2008-04-15 09:00:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Tuesday,SOUTHERN,NONE,400 Block of BRYANT ST,-122.394145888746,37.7825832641809
2007-06-17 23:07:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,INGLESIDE,"ARREST, BOOKED",GARRISON AV / SCHWERIN ST,-122.411968127281,37.7092121482901
2010-02-22 00:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403307133032,37.7753428666813
2009-05-13 17:29:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2011-06-18 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,1300 Block of CHURCH ST,-122.42709242637899,37.7488999753595
2004-05-02 12:55:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Sunday,CENTRAL,NOT PROSECUTED,400 Block of BEACH ST,-122.416464969293,37.80722651449671
2010-11-04 17:40:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,700 Block of JONES ST,-122.413410238517,37.7882937823168
2012-09-05 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,100 Block of TWINPEAKS BL,-122.447186845006,37.759768176323796
2009-06-09 13:00:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,700 Block of DELTA ST,-122.410026343157,37.7111173638135
2014-10-04 15:45:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226
2010-09-25 00:01:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542
2010-07-01 08:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,INGLESIDE,NONE,700 Block of EDINBURGH ST,-122.434894913526,37.71730486576421
2008-05-03 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,27TH ST / GUERRERO ST,-122.422385609204,37.7471728438465
2015-03-18 03:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.419232131738,37.8064740791427
2013-06-01 02:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE,300 Block of CLAY ST,-122.399739729147,37.795032594114105
2005-10-07 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Friday,MISSION,NONE,2400 Block of BRYANT ST,-122.409436313449,37.7551775435269
2009-09-30 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,1700 Block of BROADWAY ST,-122.42590523418899,37.7954736338658
2007-08-25 08:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,200 Block of COLE ST,-122.450810071963,37.7728410594924
2009-04-17 18:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE,26TH AV / VICENTE ST,-122.48293178455,37.7389917330988
2005-10-20 02:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,TARAVAL,NONE,500 Block of JOHNMUIR DR,-122.49206801733999,37.714361549875605
2009-01-08 16:41:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,NORTHERN,PROSECUTED BY OUTSIDE AGENCY,700 Block of VANNESS AV,-122.420576428438,37.782453353282
2006-05-31 15:30:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Wednesday,MISSION,NOT PROSECUTED,2500 Block of MISSION ST,-122.41875384815201,37.756225011974394
2015-01-20 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,SOUTHERN,NONE,900 Block of HARRISON ST,-122.402742650098,37.778399094374706
2009-03-16 15:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,NORTHERN,"ARREST, CITED",OCTAVIA ST / OAK ST,-122.42424647347099,37.7748122523721
2012-04-21 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,WASHINGTON ST / GRANT AV,-122.406478762416,37.7951450868486
2012-02-22 15:21:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,MISSION,NONE,1400 Block of CHURCH ST,-122.427153088731,37.7480916389577
2012-04-05 17:18:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,"ARREST, CITED",MISSION ST / 18TH ST,-122.419360352761,37.7618358012376
2003-07-10 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,1000 Block of JONES ST,-122.413945076103,37.790957583806
2012-07-01 12:00:00,NON-CRIMINAL,CASE CLOSURE,Sunday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,3800 Block of MARKET ST,-122.442794767705,37.75280293431009
2006-08-10 11:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED",GEARY BL / FRANKLIN ST,-122.423031175088,37.7854818747419
2004-07-23 17:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,PARK,NONE,1900 Block of TURK ST,-122.44068886891199,37.779455562799896
2015-02-02 16:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,FRANKLIN ST / POST ST,-122.423217673913,37.7864017954155
2014-02-07 19:05:00,ASSAULT,BATTERY,Friday,CENTRAL,EXCEPTIONAL CLEARANCE,1400 Block of POWELL ST,-122.41043003608802,37.797896877903796
2014-10-31 22:43:00,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,UNFOUNDED,CHESTNUT ST / MASON ST,-122.41322587354901,37.8037599622506
2003-07-12 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,300 Block of CONGO ST,-122.441954703158,37.731973276
2006-07-24 12:22:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,MISSION,NONE,2600 Block of MISSION ST,-122.418738265772,37.7546172382083
2003-09-04 21:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED",PALOU AV / INGALLS ST,-122.38343394879801,37.7297381450296
2012-07-10 12:30:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Tuesday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.415669661443,37.7821198488931
2012-12-29 02:25:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Saturday,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,3600 Block of BUCHANAN ST,-122.433496575573,37.803545866040395
2014-07-21 14:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2006-12-02 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,200 Block of LOBOS ST,-122.460861739121,37.714950853585
2010-09-23 21:58:00,NON-CRIMINAL,LOST PROPERTY,Thursday,TENDERLOIN,NONE,HYDE ST / FULTON ST,-122.415127837608,37.7797870676495
2010-11-15 11:31:00,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Monday,BAYVIEW,NONE,900 Block of LECONTE AV,-122.39601391156602,37.718069432086295
2008-11-12 15:07:00,TRESPASS,TRESPASSING,Wednesday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453376250788,37.7687142722405
2006-09-18 08:50:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-02-05 13:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2008-09-05 23:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED",3RD ST / THOMAS AV,-122.39207416787201,37.7308550434271
2003-10-04 21:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,INGLESIDE,NONE,OCEAN AV / SAN JOSE AV,-122.44474666297701,37.722967904145
2012-09-06 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,PARK,NONE,1200 Block of HAIGHT ST,-122.442678874433,37.770606135285504
2013-10-14 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,GRIFFITH ST / SHAFTER AV,-122.38137862142901,37.72573851297071
2004-12-10 07:00:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Friday,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.41846774793801,37.787965256956795
2014-07-10 10:40:00,ASSAULT,THREATS AGAINST LIFE,Thursday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.45049238436701,37.7696094511519
2007-10-19 06:30:00,MISSING PERSON,MISSING JUVENILE,Friday,RICHMOND,LOCATED,600 Block of 20TH AV,-122.478968647889,37.7755989697386
2004-04-17 15:42:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.41952899882601,37.762877666705606
2005-08-12 11:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,2700 Block of MISSION ST,-122.418587172219,37.75301865374461
2015-03-31 17:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.417295322526,37.7862578545865
2006-07-02 11:56:00,ASSAULT,BATTERY,Sunday,SOUTHERN,"ARREST, CITED",800 Block of MISSION ST,-122.40451702253401,37.7842037411779
2015-04-03 21:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,3800 Block of 19TH ST,-122.42932735249599,37.7595684935875
2012-01-10 09:45:00,MISSING PERSON,FOUND PERSON,Tuesday,PARK,LOCATED,400 Block of ASHBURY ST,-122.447147410138,37.7714058056045
2013-05-02 17:18:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,SOUTHERN,NONE,700 Block of TEHAMA ST,-122.41181446706699,37.7751286438667
2007-02-06 09:50:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,NONE,POTRERO AV / CESAR CHAVEZ ST,-122.405096871916,37.7491100050973
2010-01-14 18:00:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,NORTHERN,NONE,1600 Block of GREENWICH ST,-122.42638347020201,37.80010203508071
2005-06-15 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,CENTRAL,NONE,600 Block of CLAY ST,-122.40399486267401,37.794611817992
2007-07-12 07:55:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,INGLESIDE,NONE,100 Block of SCHWERIN ST,-122.411066928282,37.7114082143272
2014-07-22 18:52:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,1900 Block of DIVISADERO ST,-122.44023017261101,37.7876141146385
2015-02-20 20:41:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / RANDALL ST,-122.42414758896099,37.7398702066093
2015-01-19 17:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,TENDERLOIN,NONE,700 Block of OFARRELL ST,-122.417107256373,37.785323829209396
2012-10-06 22:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,RICHMOND,"ARREST, CITED",CHERRY ST / CALIFORNIA ST,-122.45668751078199,37.7859994255128
2012-06-29 13:50:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,TENDERLOIN,NONE,200 Block of MCALLISTER ST,-122.416577792446,37.780614876154
2011-04-10 23:57:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.419842305148,37.7748226184309
2005-09-23 11:30:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-04-29 19:30:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Wednesday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413047972078,37.781911962829795
2005-12-12 01:30:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Monday,NORTHERN,NONE,800 Block of FELL ST,-122.43185683438,37.77484995474679
2011-11-17 21:45:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,MISSION,"ARREST, CITED",20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2009-09-20 12:38:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",BROOKDALE AV / BLYTHDALE AV,-122.422239798113,37.711316682059
2010-03-23 11:45:00,DRUG/NARCOTIC,FURNISHING MARIJUANA,Tuesday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2007-09-18 17:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2010-04-07 04:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE,100 Block of WILLOW ST,-122.420078493883,37.7835214867196
2005-11-14 12:43:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,BAYVIEW,NONE,1600 Block of NEWCOMB AV,-122.391089615241,37.7359045006314
2010-05-09 18:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,TARAVAL,NONE,100 Block of SHAKESPEARE ST,-122.46328312318501,37.70876958896429
2011-03-10 14:45:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,PSYCHOPATHIC CASE,500 Block of JONES ST,-122.412999075009,37.786277459166
2012-10-05 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE,RIVERA ST / 22ND AV,-122.47916441484,37.746636705217206
2011-01-30 22:57:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40979519450501,37.7800356268394
2010-01-14 04:25:00,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.421203512,37.785481204644704
2012-01-29 22:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-04-22 01:26:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,NORTHERN,"ARREST, BOOKED",POST ST / POLK ST,-122.41993011161101,37.7868262082156
2009-12-09 12:02:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Wednesday,INGLESIDE,NONE,OCEAN AV / MISSION ST,-122.435385454946,37.7239104470753
2014-08-07 10:16:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Thursday,INGLESIDE,"ARREST, BOOKED",100 Block of MOLIMO DR,-122.44862569639099,37.7373395922333
2013-10-31 09:00:00,NON-CRIMINAL,CASE CLOSURE,Thursday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,FLOOD AV / FOERSTER ST,-122.44885657829701,37.7298827464388
2013-05-31 00:58:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,BAYVIEW,"ARREST, BOOKED",1100 Block of FITZGERALD AV,-122.390440681948,37.72041707725121
2006-04-18 12:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-08-26 08:25:00,WARRANTS,WARRANT ARREST,Friday,TARAVAL,"ARREST, BOOKED",1200 Block of 19TH AV,-122.47711118718901,37.7644902928075
2006-03-20 12:46:00,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,INGLESIDE,NONE,800 Block of ELLSWORTH ST,-122.416446124049,37.7329162539537
2014-01-10 09:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402343659494,37.7811666837563
2009-08-09 13:56:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Sunday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.415669661443,37.7821198488931
2003-04-02 21:30:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.78444966125621
2011-03-21 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,500 Block of ELLSWORTH ST,-122.41470778455,37.7365376897978
2003-08-10 20:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE",Sunday,PARK,NONE,100 Block of BURNETT AV,-122.44566130969,37.7565031941601
2015-01-24 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,FRANKLIN ST / HAYES ST,-122.421332684633,37.7770902743669
2014-02-21 08:30:00,NON-CRIMINAL,FOUND PROPERTY,Friday,TARAVAL,NONE,2500 Block of 25TH AV,-122.48185377428601,37.7399560599886
2013-10-15 14:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,PARK,"ARREST, BOOKED",HAYES ST / BRODERICK ST,-122.439469084482,37.774777050249604
2015-05-13 04:45:00,KIDNAPPING,KIDNAPPING DURING ROBBERY,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.41966671791701,37.7746823329875
2011-08-27 18:35:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-05-28 15:36:00,NON-CRIMINAL,"LICENSE PLATE, FOUND",Monday,SOUTHERN,UNFOUNDED,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2007-07-24 21:36:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / PIERCE ST,-122.43373735355699,37.7716875238845
2003-05-18 18:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Sunday,CENTRAL,NONE,BROADWAY ST / THE EMBARCADERO NORTH ST,-122.397391852815,37.799065880623296
2013-09-19 21:47:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.431979576386,37.7800478529923
2014-01-21 14:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
